Date,Event,OB,Penalty,Total,Score,Out,In,Gon-Patt+36,1st,2nd,green,approach,Double Total,3 shot in 100,Total,Score,,1,Teeing番手,結果,GIR番手,結果,Hazard,Pin位置,歩数,Patt数,Patt数,2,Teeing番手,結果,GIR番手,結果,Hazard,Pin位置,歩数,Patt数,Patt数,3,Teeing番手,結果,GIR番手,結果,Hazard,Pin位置,歩数,Patt数,Patt数,4,Teeing番手,結果,GIR番手,結果,Hazard,Pin位置,歩数,Patt数,Patt数,5,Teeing番手,結果,GIR番手,結果,Hazard,Pin位置,歩数,Patt数,Patt数,6,Teeing番手,結果,GIR番手,結果,Hazard,Pin位置,歩数,Patt数,Patt数,7,Teeing番手,結果,GIR番手,結果,Hazard,Pin位置,歩数,Patt数,Patt数,8,Teeing番手,結果,GIR番手,結果,Hazard,Pin位置,歩数,Patt数,Patt数,9,Teeing番手,結果,GIR番手,結果,Hazard,Pin位置,歩数,Patt数,Patt数,,10,Teeing番手,結果,GIR番手,結果,Hazard,Pin位置,歩数,Patt数,Patt数,11,Teeing番手,結果,GIR番手,結果,Hazard,Pin位置,歩数,Patt数,Patt数,12,Teeing番手,結果,GIR番手,結果,Hazard,Pin位置,歩数,Patt数,Patt数,13,Teeing番手,結果,GIR番手,結果,Hazard,Pin位置,歩数,Patt数,Patt数,14,Teeing番手,結果,GIR番手,結果,Hazard,Pin位置,歩数,Patt数,Patt数,15,Teeing番手,結果,GIR番手,結果,Hazard,Pin位置,歩数,Patt数,Patt数,16,Teeing番手,結果,GIR番手,結果,Hazard,Pin位置,歩数,Patt数,Patt数,17,Teeing番手,結果,GIR番手,結果,Hazard,Pin位置,歩数,Patt数,Patt数,18,Teeing番手,結果,GIR番手,結果,Hazard,Pin位置,歩数,Patt数,Patt数
5/15/2022,"Patt不調。2連続OBは#4 ３Uで。3W好調。#17,8I130(直)いい距離。#46Iシャンク気味。GWで作成App使用。GPSYard合わない。#13は、+5でよいかも。",2 ,1 ,3 ,88 ,46 ,42 ,7 ,2,0,0,1,3,0,3,0,,5,3U,F,8,GO,,2,12,3,2,6,1W,F,9,?,,4,2,2,4,8,3U,ROB,4,GO,ROBx2,2,13,2,6,4,,,6,?,,2,7,2,2,4,1W,←,P,GO,,1,10,2,2,5,1W,F,P,GO,,1,2,2,3,3,,,0,←,,3,1.5,1,2,5,1W,?,0,GO,,2,2,2,3,6,1W,←,7,?,Hazard,3,4,2,4,s,4,,,5U,→,,3,2,2,2,5,1W,→,7,?,,2,6,2,3,4,1W,F,P,GO,,2,1.5,2,2,5,3U,F,8,?,,2,2,2,3,6,1W,F,8,?,,2,10,2,4,5,1W,F,7,GO,,3,17,3,2,4,1W,F,4,↑,,1,4,2,2,3,,,8,GO,,1,5,2,1,6,1W,F,7,?,,3,5,2,4
4/29/2022,"noOB noPenalty NoBirdie, Patt Short多い。",0 ,0 ,0 ,86 ,43 ,43 ,6 ,0,0,0,2,2,2,4,0,,5,4U,F,8,→,,3,3,2,3,5,1W,F,0,GO,,3,15,3,2,4,4U,F,4,GO,,1,13,2,2,4,,,6,↓,,2,3,2,2,4,1W,?,7,GO,,1,10,2,2,6,3U,?,8,GO,,2,13,2,4,3,,,4,GO,,1,6,2,1,7,1W,?,7,?,,3,2,2,5,5,1W,?,7,?,,2,9,2,3,s,6,,,5U,?,Bunker,3,10,2,4,5,1W,F,9,?,,3,5,2,3,4,1W,F,P,GO,,1,3,2,2,5,3U,→,8,←,,1,2.5,2,3,5,1W,F,8,↑,,2,1.5,1,4,4,1W,F,9,↓,,1,1.5,1,3,5,1W,F,4,↑,,3,5,2,3,4,,,8,GO,,2,12,3,1,5,1W,F,0,GO,,2,7,2,3
4/23/2022,コロナ明け、ディポットは取り分けた。シャンクなし。,1 ,0 ,1 ,89 ,44 ,45 ,7 ,0,1,1,1,3,4,7,1,,5,4U,F,7,←,,3,5,2,3,5,1W,→,4,←,,3,1.5,2,3,5,4U,→,0,↓,,1,8,2,3,3,,,5,GO,,2,24,2,1,7,1W,←,P,?,,2,5,2,5,6,1W,→,8,←,,4,5,2,4,4,,,0,GO,,3,10,3,1,5,1W,→,P,GO,,3,12,2,3,4,1W,F,9,GO,,1,6,2,2,s,3,,,5U,GO,,1,5,2,1,5,1W,F,P,GO,,1,13,3,2,4,1W,F,0,GO,,1,5,2,2,9,3U,→,6,LOB,2nd OB,2,9,2,7,6,1W,→,7,GO,,1,9,2,4,6,1W,←,60,↓,Bunker,2,4,2,4,3,1W,LOB,4,GO,,2,7,1,2,3,,,7,GO,,3,10,2,1,6,1W,F,0,?,Bunker,3,8,2,4
4/3/2022,雨 前半８番(17)から調子よくなってきた。シャンクなし。,1 ,0 ,1 ,84 ,38 ,46 ,2 ,1,0,1,1,3,0,3,1,,3,4U,F,9,GO,,1,1,1,2,4,1W,F,P,?,,4,1,1,3,4,4U,F,0,GO,,2,4,2,2,4,,,6,?,,2,1,1,3,4,1W,↑,4,GO,,1,5,2,2,6,1W,→,5U,?,Bunker,2,1,1,5,3,,,4,GO,,1,6,2,1,5,1W,F,4,GO,,2,9,2,3,5,1W,?,8,?,,1,6,2,3,s,4,,,5,GO,,2,9,3,1,6,1W,→,7,?,,2,3,3,3,5,1W,F,6,?,1WH,1,5,1,4,6,3U,→,7,?,,3,8,2,4,6,1W,→,8,?,,2,5,2,4,4,1W,←,9,GO,,2,7,2,2,7,1W,LOB,4,↑,,1,1,1,6,3,,,8,GO,,1,10,2,1,5,1W,F,0,GO,,1,9,2,3
3/5/2022,#17 Teeing #2 #3 #6 シャンク ,2 ,1 ,3 ,92 ,50 ,42 ,8 ,1,0,5,1,7,1,8,0,,7,4U,↓,5U,→,1 OB,3,5,2,5,6,1W,F,9,GO,,3,17,4,2,5,4U,F,9,?,,2,13,2,3,4,,,5U,GO,,2,30,3,1,6,1W,F,0,↓,,4,5,3,3,7,3U,F,7,?,Bunker,3,3,2,5,3,,,4,GO,,2,3,2,1,7,1W,→,3U,GO,,1,1,1,6,5,1W,F,7,→,,2,2,2,3,s,3,,,5,GO,,3,9,2,1,4,1W,F,P,?,,3,1,1,3,6,1W,F,6,↓,1WH,3,5,2,4,5,3U,→,6,GO,,3,17,3,2,5,1W,↑,7,↓,,1,3,1,4,4,1W,F,9,GO,,2,3,2,2,5,1W,F,4,↑,,3,4,2,3,5,,,7,?,,3,5,2,3,5,1W,F,4U,GO,,3,17,2,3
2/26/2022,8番初の2on ３Uで。,1 ,0 ,1 ,85 ,41 ,44 ,4 ,1,0,4,0,5,0,5,2,,4,4U,F,8,GO,,1,5,2,2,3,1W,F,P,GO,,4,1,1,2,6,4U,F,0,↓,,1,15,3,3,5,,,5U,?,,2,4,2,3,6,1W,F,0,?,Bunker *2 ,2,7,2,4,5,3U,F,9,?,,1,1,1,4,4,,,9,GO,,5,7,3,1,4,1W,F,3U,GO,,2,15,2,2,4,1W,F,8,→,,1,7,1,3,,4,,,5U,↑,Bunker,2,6,2,2,5,1W,F,8,↑,,2,3,2,3,4,1W,↑,7,?,,2,3,2,2,5,3U,F,6,↑,,2,2,2,3,8,1W,LOB,5U,↑,,2,4,2,6,4,1W,F,0,?,,2,2,1,3,4,1W,F,4,GO,,2,8,2,2,3,,,8,GO,,1,6,2,1,7,1W,F,7,→,,2,7,2,5
1/3/2022,Worst Driver不調。グリーンハーフまで凍っていた。シャンクはない。,3 ,2 ,5 ,99 ,49 ,50 ,6 ,4,0,4,0,8,1,9,0,,7,4U,LOB,0,↓,,3,20,2,5,4,1W,F,8,GO,115,4,5,2,2,4,4U,←,8,GO,115,3,4,2,2,5,,,5U,?,170 WH,2,2,2,3,6,1W,←,0,↓,,1,4,2,4,5,3U,F,4,GO,,2,12,2,3,6,,,4,↓,110 WH,2,2,2,4,7,1W,F,8,↓,110,1,10,3,4,5,1W,?,5U,?,,2,3,1,4,s,4,,,5U,?,161,3,6,2,2,5,1W,F,9,↓,110,1,2,2,3,5,1W,↑,9,↓,80,1,5,2,3,4,3U,F,7,←,130,3,1,1,3,8,1W,ROB,5U,↑,,2,8,2,6,5,1W,F,7,←,130,2,3,2,3,7,1W,ROB,4,?,90,2,10,2,5,3,,,8,GO,150,1,10,2,1,9,1W,ROB,9,GO,110,2,20,3,6
12/31/2021,雪。バーディ7連続でストップ,3,0,3,91,42,49,8 ,1,1,1,1,4,2,6,0,,4,4U,F,9,↓,105,1,2,1,3,5,1W,→,4,↓,60,2,2,2,3,4,4U,←,9,?,110,3,2,1,3,3,,,5U,?,170,3,5,1,2,7,1W,ROB,0,↑,ROB 70,4,1.5,2,5,5,1W,?,3U,?,90,1,2,2,3,4,,,0,GO,110,5,14,3,1,6,1W,F,6,↓,Bunker,2,5,2,4,4,1W,F,P,GO,105,2,5,2,2,s,5,,,5U,?,161,4,14,3,2,5,1W,F,4,?,74,1,4,2,3,5,1W,F,9,→,130,3,6,3,2,5,3U,F,9,→,110,1,1.5,2,3,9,1W,F,7,GO,2nd 2ROB 134,1,20,2,7,6,1W,F,7,?,B,5,6,2,4,5,1W,F,0,GO,90,1,15,3,2,4,,,8,GO,150,1,14,3,1,5,1W,?,4,GO,Bunker 190,1,4,2,3
12/12/2021,スコアがIn Outまったく目標通り。,0,1,1,84,41,43,3 ,0,0,2,1,3,2,5,1,,6,4U,↓,0,GO,96,3,16,3,3,4,1W,←,4,?,78,1,1,1,3,5,4U,←,9,GO,115,3,17,3,2,4,,,5U,GO,170,2,3,2,2,5,1W,↑,5,↓,Bunker 70,1,16,2,3,5,3U,F,0,?,90,2,2,1,4,3,,,P,←,110,5,1,1,2,5,1W,F,4,GO,37,1,6,2,3,4,1W,F,P,GO,105,1,2,2,2,,3,,,5U,GO,171,3,7,2,1,3,1W,F,0,GO,90,2,2,1,2,7,1W,→,7,→,Bunker WH 155,3,2,2,5,4,3U,→,9,←,106,1,2,1,3,8,1W,→,8,?,135,3,6,3,5,5,1W,F,0,?,90,1,3,1,4,4,1W,F,0,GO,90,2,5,2,2,3,,,7,GO,150,1,7,2,1,6,1W,?,4,GO,Bunker 60,2,3,2,4
11/28/2021,33patt優秀。In Best更新,1,0,1,79,42,37,3 ,0,0,2,1,3,0,3,1,,6,3U,?,0,↓,94,2,7,2,4,6,1W,?,P,LOB,94,4,10,2,4,4,4U,?,4,GO,100,3,18,2,2,3,,,5U,GO,160,2,11,2,1,4,1W,↑,4,GO,60,1,6,2,2,5,3U,F,0,GO,90,2,6,2,3,3,,,0,GO,90,4,5,2,1,7,1W,F,4,GO,40,2,10,3,4,4,1W,→,7,→,Bunker 135,2,0.5,1,3,,3,,,5U,GO,172,3,15,2,1,4,1W,F,8,GO,132,3,5,2,2,4,1W,F,6,GO,152,1,24,2,2,4,3U,F,8,GO,132,1,2,1,3,6,1W,→,6,?,Bunker 153,2,14,2,4,4,1W,←,5U,←,175,3,4,1,3,4,1W,F,0,GO,70,2,9,2,2,4,,,7,?,143,1,3,2,2,4,1W,F,9,GO,105,2,0.5,1,3
11/20/2021,連続84以下は4でストップ。2か月ぶりプレーになってしまった。Birthday。#3は2nd 番手54も使うべき。,2,1,3,86,42,44,4 ,2,0,1,0,3,1,4,2,,6,3U,LOB,7,GO,,3,13,2,4,5,1W,↓,0,?,,4,1,1,4,6,4U,F,0,?,,1,7,3,3,4,,,5U,GO,,1,12,3,1,4,1W,↑,4,GO,,4,17,2,2,5,3W,F,0,↑,,3,2,1,4,3,,,4,GO,,1,7,2,1,4,1W,F,0,GO,,2,2,1,3,5,1W,←,6,?,wh + ,1,2,1,4,s,4,,,6,GO,,3,28,3,1,5,1W,F,4,GO,,1,16,3,2,5,1W,↓,7,↓,,3,0.5,1,4,5,3U,F,9,GO,,1,18,3,2,9,1W,LOB,5U,?,,3,1,1,8,4,1W,←,P,GO,,2,4,2,2,3,1W,F,0,GO,,2,2,1,2,4,,,8,?,,3,5,2,2,5,1W,→,8,GO,113,2,7,2,3
9/20/2021,4連続84以下達成。コロナワクチン副反応明け。,1,0,1,82,40,42,7 ,1,0,0,2,3,1,4,1,,7,3U,LOB,9,↓,110+8,1,6,2,5,4,1W,F,P,GO,92+13,3,3,2,2,4,3U,F,P,GO,93+14,2,3,2,2,3,,,6,GO,175-28,3,14,2,1,4,1W,↑,4,GO,100-10,2,3,2,2,6,3W,F,9,GO,100+5,1,9,3,3,3,,,4,GO,,1,5,2,1,5,1W,F,0,GO,50,1,8,2,3,4,1W,F,9,GO,118+7,3,16,2,2,,5,,,6,?,159+5 Bunker BunkerOver 1.5mPatt外し,4,1.5,2,3,5,1W,F,9,GO,118+7全然足りない,3,22,3,2,5,1W,F,9,GO,118-9大きい,1,14,3,2,6,3U,→,7,?,123+13ベアグランド飛ばなかった つぎのAppもミス,1,5,2,4,5,1W,F,8,GO,118＋9,2,14,2,3,3,1W,F,8,→,118+7,1,0,0,3,4,1W,F,0,GO,60,1,27,2,2,4,,,8,?,137-15,1,4,2,2,5,1W,F,0,GO,90+5,1,5,2,3
9/12/2021,#7#17のショートはひっかけを意識してターゲットを右に置いたのがよかった。月例 5位 Gross 74.5 で入賞できず。,2,1,3,82,42,40,4 ,2,0,0,1,3,2,5,3,,7,3U,LOB,8,↓,125+10,3,22,2,5,5,1W,→,P,?,100+9.4,4,6,2,3,4,4U,F,9,GO,115+18,3,12,2,2,4,,,6,GO,172-26,2,32,3,1,5,1W,↑,4,↑,92--8,5,13,2,3,5,1W,F,4,GO,74,2,12,2,3,2,,,0,GO,86,1,2,1,1,5,1W,F,4,GO,70,2,8,2,3,5,1W,F,4u,←,170,3,0.2,1,4,,3,,,5,GO,162+7,4,12,2,1,5,1W,←,P,?,91+9,1,2,2,3,4,1W,F,8,GO,145-9,4,9,2,2,4,3U,F,8,GO,123+10,1,5,2,2,7,1W,F,0,GO,87+4,2,7,3,4,5,1W,←,4,GO,,1,13,2,3,3,1W,←,P,GO,98,1,9,1,2,2,,,6,GO,169-16,3,2,1,1,7,1W,LOB,9,GO,,2,7,2,5
9/4/2021,初2連続70台。14番3rdOBも1パットでBoggyでしのぐ。Par3すべてボギー以上。Pinを狙わず、右からねらう。(ひっかけ防止),2,0,2,78,38,40,2 ,0,0,1,0,1,1,2,1,,4,3U,F,P,GO,102+8,2,13,2,2,4,1W,→,P,GO,103+10,4,10,2,2,4,4U,F,4,GO,76+13,1,8,2,2,4,,,5,↓,170-25,2,6,2,2,4,1W,F,4,GO,73.5-9.6,4,4,2,2,5,3U,F,P,GO,109+3,2,18,2,3,4,,,0,?,92.5,3,2,2,2,5,1W,F,4U,↓,160+20,3,5,1,4,4,1W,F,P,GO,101+8.6,1,5,2,2,s,4,,,4U,GO,172+4.8,3,20,3,1,5,1W,←,8,↑,117+13,3,4,2,3,4,1W,F,9,GO,132+7,4,4,2,2,4,3U,F,5,GO,152+9.6,3,4,2,2,6,1W,F,9,LOB,3rd OB 110+7,2,4,1,5,4,1W,←,9,GO,112+6.8,5,5,2,2,4,1W,←,0,?,Bunker,2,1,1,3,5,,,6,LOB,160-15,3,2.5,1,4,4,1W,F,9,GO,94+13,1,4,1,3
8/29/2021,初4バーディもパター忘れてレンタル。,2,0,2,78,40,38,3 ,2,0,0,0,2,1,3,4,,4,3U,F,P,GO,102+9.6,3,8,2,2,3,1W,F,P,GO,97+10.4,4,3,1,2,3,3U,↑,9,GO,110+15,3,2,1,2,3,,,6,GO,177-24,2,12,2,1,5,1W,F,8,GO,139-17,3,23,3,2,8,3U,LOB,6,←,Bunker 142+10,2,12,2,6,4,,,0,GO,93.5+0.8,5,19,3,1,6,1W,F,9,GO,101+11,1,9,3,3,4,1W,F,8,GO,119+7.2,3,3,2,2,,2,,,6,GO,154+1,1,3,1,1,4,1W,F,0,↑,96+10,2,3,1,3,6,1W,LOB,8,GO,118-17,3,8,2,4,4,3U,F,9,↓,110+9,1,0.5,1,3,5,1W,F,7,GO,127+7.6,3,12,2,3,5,1W,F,P,←,Bunker 107,1,10,2,3,3,1W,F,4,GO,57,2,0.5,1,2,4,,,8,→,138-15,1,2,2,2,5,1W,→,P,GO,105+10,2,7,2,3
8/14/2021,雨 シャンクOB3発。1時間スタート待たされ、じっくりパタ練後2回やってパター改善なし。＃１＃３３U使用。結果良い。＃１７想定よりも大きいクラブ,3,0,3,90,49,41,5 ,1,0,3,0,4,1,5,0,,5,3U,F,7,GO,,1,15,3,2,5,1W,→,0,↓,,4,4,2,3,4,3U,F,P,GO,,1,25,2,2,6,,,5,ROB,,2,9,3,3,5,1W,→,4,↑,,2,2,1,4,5,1W,F,8,GO,,1,12,2,3,6,,,9,ROB,,5,2,2,4,5,1W,F,4,GO,,3,20,2,3,8,1W,→,8,ROB,,2,2,2,6,s,4,,,5,↓,,3,1.5,1,3,4,1W,F,8,GO,,3,16,2,2,5,1W,F,7,↓,,4,2,2,3,4,3U,F,7,?,,3,2.5,1,3,6,1W,F,7,↓,Bunker,2,4,2,4,4,1W,←,8,GO,,2,5,2,2,6,1W,→,P,?,,3,4,2,4,3,,,6,GO,,3,5,2,1,5,1W,F,9,GO,,3,14,2,3
8/13/2021,雨 1時間スタート待たされ、じっくりパタ練後,1,1,2,86,42,44,8 ,0,1,2,0,3,2,5,0,,5,3U,F,8,GO,128,1,12,3,2,4,1W,→,9,GO,118,4,23,2,2,4,3U,F,0,GO,100,1,14,2,2,5,,,6,←,WH,2,11,2,3,4,1W,↑,0,GO,99,2,12,2,2,6,3U,F,9,GO,,1,10,3,3,4,,,4,?,77,1,2,2,2,5,1W,?,P,GO,,3,9,2,3,5,1W,→,5,GO,140,2,23,3,2,s,3,,,5,GO,,1,4,2,1,5,1W,?,6,?,,2,6,2,3,4,1W,F,P,GO,,1,11,2,2,4,3U,F,8,→,,1,0.5,1,3,8,1W,?,8,GO,,1,27,3,5,5,1W,F,5,?,,5,4,2,3,5,1W,?,0,?,,3,0.5,1,4,3,,,6,GO,,3,4,2,1,7,1W,←,6,ROB,3rd OB,2,15,2,5
8/8/2021,月例入賞圏外。雨 月例は5位=net 76.7なので、8打足りない。チッパー＃４で使用も寄せられず。,1,0,1,91,49,42,10 ,0,1,2,1,4,1,5,1,,7,4U,F,7,?,140,1,9,3,4,5,1W,→,9,GO,110,2,14,3,2,5,4U,↓,0,GO,100,3,3.5,2,3,5,,,5,↑,180,2,14,3,2,4,1W,↑,0,GO,64,2,13,2,2,6,3U,F,4,↓,10,1,2,2,4,3,,,0,GO,99,3,20,2,1,10,1W,?,0,GO,100 Bunker 2nd OB,2,24,3,7,4,1W,?,7,GO,140,2,14,2,2,s,5,,,4U,→,164,3,14,3,2,5,1W,F,8,GO,130,2,24,3,2,4,1W,F,7,GO,150,1,14,2,2,5,3U,F,6,?,160,3,1,1,4,6,1W,F,4,GO,30,1,8,2,4,5,1W,←,6,?,160,1,7,2,3,4,1W,F,0,GO,70,1,5,2,2,2,,,8,GO,144,3,3,1,1,6,1W,F,U,↓,158,1,18,2,4
7/31/2021,ベストスコアタイ。6番2nd３W投入で15本使用。(3Wは、いいショット),0,0,0,75,37,38,4 ,0,0,0,0,0,1,1,1,,4,4U,F,P,GO,98,1,5,2,2,4,1W,F,4,↓,54,2,3,1,3,4,4U,F,P,GO,99,3,17,2,2,3,,,5,GO,180,2,10,2,1,4,1W,↑,0,GO,64,2,12,2,2,6,3U,F,0,GO,10,1,5,3,3,3,,,0,GO,86,3,9,2,1,5,1W,?,0,GO,70,2,14,2,3,4,1W,?,9,→,116,2,1,1,3,s,4,,,5,GO,164,3,14,3,1,4,1W,F,P,GO,99,2,3,2,2,5,1W,→,9,→,130 Bunker,1,1,1,4,3,3U,F,8,GO,130,3,5,1,2,5,1W,F,7,GO,132,1,13,2,3,4,1W,←,P,GO,99,1,15,2,2,4,1W,F,0,GO,70,1,14,2,2,4,,,8,→,144,3,2.5,2,2,5,1W,F,0,GO,81.5,1,15,2,3
7/18/2021,OutBestタイ37。スクラッチ予選Best16は81なので、入賞できたかも。#17はCenterより奥なら7i。,1,0,1,81,37,44,5 ,0,0,2,1,3,1,4,1,,4,4U,?,9,GO,117,2,5,2,2,4,1W,?,P,GO,110,4,15,2,2,4,4U,F,0,GO,90,3,5,2,2,3,,,6,GO,160,2,6,2,1,4,1W,↑,0,GO,70,2,2.5,2,2,5,3U,F,4,GO,77,1,8,2,3,4,,,0,←,90,2,4,2,2,5,1W,F,0,GO,70,3,6,2,3,4,1W,F,9,GO,123,3,5,2,2,s,4,,,5,←,169,3,4,2,2,4,1W,F,P,↓,102,2,1,1,3,4,1W,F,0,GO,100,1,2,2,2,3,3U,F,9,GO,110,1,7,1,2,5,1W,F,8,GO,130,1,12,2,3,6,1W,←,6,?,160,2,6,2,4,7,1W,F,4,↓,60,1,8,3,4,5,,,7,LOB,150,2,5,2,3,6,1W,→,9,?,100,2,13,2,4
7/11/2021,#8がけ崩れのため、短い。7月4日も。バーディ3最多タイ。#52ndベアグランドOB。,2,0,2,84,43,41,4 ,0,0,3,1,4,2,6,3,,5,4U,F,8,→,,1,3,2,3,4,1W,←,4,GO,,2,14,2,2,3,4U,F,0,GO,,2,3,1,2,4,,,6,GO,,2,18,3,1,6,1W,F,0,ROB,,4,3,1,5,6,3U,F,4,↓,,2,5,2,4,4,,,P,GO,,3,10,3,1,7,1W,→,0,↓,Bunker,1,9,3,4,4,1W,→,4U,→,,2,2,1,3,s,4,,,5,GO,Bunker,3,2.5,2,2,4,1W,F,8,GO,,3,16,2,2,5,1W,F,P,GO,,1,16,3,2,6,3U,→,7,←,,1,2,2,4,5,1W,F,8,GO,,1,12,2,3,6,1W,←,5,ROB,,3,1.5,1,5,3,1W,F,4,GO,,1,3,1,2,4,,,7,→,,1,9,2,2,4,1W,F,8,GO,,1,7,1,3
7/4/2021,雨 カッパ着て1ラウンド。2ndミスショットは少なかった。A月例 Pin位置は最も厳しめ。,2,0,2,86,44,42,7 ,2,1,1,2,6,0,6,2,,4,4U,→,8,→,,3,1,1,3,4,1W,F,6,↓,,2,2,1,3,6,4U,ROB,4,GO,,3,19,2,4,3,,,5,GO,,4,15,2,1,7,1W,ROB,4,GO,,5,12,3,4,5,3U,F,8,GO,,3,6,2,3,3,,,9,GO,,5,6,2,1,8,1W,→,4,GO,,1,10,3,5,4,1W,F,P,GO,,1,6,2,2,s,5,,,5,GO,,3,30,4,1,3,1W,F,9,GO,,3,5,1,2,4,1W,F,7,GO,,4,14,2,2,6,3U,F,4,GO,,3,10,3,3,5,1W,F,4u,GO,,3,5,2,3,5,1W,←,4,GO,,4,5,2,3,7,1W,←,4,↓,Bunker,1,7,3,4,3,,,8,→,,1,1,1,2,4,1W,F,7,GO,,1,14,1,3
6/20/2021,#6は右側はげ木からドロー。雨上がり。#4は169を6Iで。#14はDr4U9でParOn。,1,0,1,78,39,39,3 ,1,0,0,0,1,4,5,2,,4,4U,F,P,→,,1,2,1,3,4,1W,→,P,GO,,4,5,1,3,5,4U,F,P,↑,,3,6,2,3,3,,,6,GO,,2,7,2,1,5,1W,↑,4,↑,,1,3,2,3,4,3U,F,0,GO,,1,3,1,3,3,,,0,GO,,3,7,2,1,7,1W,ROB,0,GO,,1,12,2,5,4,1W,F,P,GO,,2,6,2,2,s,2,,,6,GO,,1,4,1,1,4,1W,F,9,GO,,1,6,1,3,4,1W,F,P,GO,,1,8,2,2,5,3U,F,7,GO,,2,4,3,2,5,1W,F,9,GO,,2,7,2,3,5,1W,←,6,↓,,2,2,2,3,5,1W,←,4,GO,,2,10,3,2,3,,,7,GO,,1,9,2,1,6,1W,F,0,↑,,3,9,2,4
6/13/2021,#13は右の木の左を狙う。3Uドローでないがストレート出る。A月例ベスグロ83,2,0,2,84,40,44,7 ,1,0,1,0,2,0,2,0,,4,4U,?,P,GO,,1,16,2,2,5,1W,F,7,↑,,4,1,1,4,4,4U,←,9,GO,,2,5,2,2,4,,,6,GO,,2,26,3,1,4,1W,?,4,GO,,4,17,2,2,5,3U,F,0,GO,,2,12,2,3,4,,,P,GO,,4,12,3,1,6,1W,F,4,GO,,2,3,2,4,4,1W,F,P,GO,,1,7,2,2,s,3,,,5,GO,,3,22,2,1,4,1W,F,0,GO,,1,5,2,2,4,1W,?,7,GO,,1,7,2,2,8,3U,LOB,9,GO,,1,5,2,6,7,1W,?,7,→,,1,6,2,5,5,1W,?,6,→,,2,2,2,3,4,1W,F,4,GO,,3,8,2,2,4,,,7,?,,1,5,2,2,5,1W,F,0,GO,,3,12,2,3
5/30/2021,8連続バーディ途切れ。理事長杯決勝難しくない設定。5位ぐらいの成績か。,0,0,0,83,43,40,9 ,0,0,0,1,1,0,1,0,,5,4U,?,0,GO,,3,3,2,3,4,1W,F,P,GO,,4,5,2,2,5,4U,F,P,↓,木,2,10,2,3,3,,,6,GO,,2,9,2,1,5,1W,↑,P,→,,4,9,2,3,6,3U,F,8,GO,,2,18,3,3,3,,,P,GO,,4,10,2,1,7,1W,F,3U,↓,,3,18,3,4,5,1W,→,7,GO,,1,13,3,2,s,3,,,6,↓,,2,2,1,2,5,1W,F,9,←,,2,1,2,3,4,1W,F,9,GO,,1,12,2,2,5,3U,→,7,←,,1,1,2,3,6,1W,→,8,GO,,3,11,2,4,4,1W,F,7,GO,,3,5,2,2,4,1W,F,4,GO,,3,9,2,2,4,,,8,GO,,2,14,3,1,5,1W,F,P,GO,,2,5,2,3
5/9/2021,33パット InitialPatt or Appがよかった。8ラウンド連続バーディ。A月例ベスグロ85で難しいセッティング、,1,1,2,87,41,46,3 ,0,0,2,1,3,3,6,1,,4,4U,F,7,GO,,3,24,2,2,3,1W,F,P,GO,,2,2,1,2,5,4U,?,4,GO,,1,10,3,2,4,,,6,?,WH,4,1.5,1,3,7,1W,↑,P,↓,Bunker,3,5,2,5,5,3U,F,4,GO,,1,8,2,3,3,,,9,?,,5,0.3,1,2,6,1W,F,C,↓,,2,7,2,4,4,1W,?,8,GO,Bunker,2,7,2,2,,5,,,6,?,,3,10,2,3,5,1W,←,9,↓,木,1,5,2,3,4,1W,F,9,←,,2,2,1,3,5,3U,→,6,?,,3,8,2,3,6,1W,→,8,GO,,3,8,2,4,4,1W,F,8,?,,1,2,1,3,4,1W,F,4,GO,,2,13,2,2,7,,,7,LOB,,3,14,3,4,6,1W,F,0,GO,,2,1.5,2,4
5/2/2021,3パット多し 7回。月例S同日開催入賞するには、6打足りない。,0,1,1,87,43,44,8 ,0,0,1,3,4,4,8,1,,4,4U,F,7,↓,,1,0.5,1,3,5,1W,←,9,GO,,3,12,3,2,5,4U,F,P,GO,,2,19,3,2,3,,,6,GO,,1,8,2,1,6,3U,F,8,?,,4,18,3,3,6,3U,F,6,GO,,3,13,3,3,4,,,P,GO,,5,26,3,1,5,1W,→,5,GO,,2,13,2,3,5,1W,?,7,?,Bunker,2,7,2,3,,3,,,6,→,,1,1.5,1,2,5,1W,→,9,↓,,1,1,1,4,6,1W,→,9,↓,WH,3,1,1,5,3,3U,F,7,GO,,3,3,1,2,7,1W,→,4U,↓,Bunker,1,1.5,2,5,6,1W,F,9,?,,1,2,2,4,5,1W,F,0,GO,,3,12,3,2,4,,,8,GO,,1,18,3,1,5,1W,F,0,GO,,1,14,2,3
